id,description,hierarchy_levels,type,source
ESCO_46257638-c7e5-4257-8a96-1df07ec0d51b,make jewellery metals hot,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.3', 'ESCO_S6.3.3'], ['ESCO_S', 'ESCO_S6', 'ESCO_S6.5', 'ESCO_S6.5.1']]",altLabels,esco
ESCO_46257638-c7e5-4257-8a96-1df07ec0d51b,heating jewellery metals,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.3', 'ESCO_S6.3.3'], ['ESCO_S', 'ESCO_S6', 'ESCO_S6.5', 'ESCO_S6.5.1']]",altLabels,esco
ESCO_46257638-c7e5-4257-8a96-1df07ec0d51b,heat jewellery metal,"[['ESCO_S', 'ESCO_S6', 'ESCO_S6.3', 'ESCO_S6.3.3'], ['ESCO_S', 'ESCO_S6', 'ESCO_S6.5', 'ESCO_S6.5.1']]",altLabels,esco
ESCO_462cff4e-7c7d-4552-b395-4d3dc71edf00,revise certifications for the transportation of dangerous goods,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.4']]",altLabels,esco
ESCO_462cff4e-7c7d-4552-b395-4d3dc71edf00,observe certification procedures for ADR,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.4']]",altLabels,esco
ESCO_462cff4e-7c7d-4552-b395-4d3dc71edf00,revise ADR certification,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.4']]",altLabels,esco
ESCO_462cff4e-7c7d-4552-b395-4d3dc71edf00,review certification for ADR,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.4']]",altLabels,esco
ESCO_462cff4e-7c7d-4552-b395-4d3dc71edf00,check certifications for dangerous goods transportation,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.4']]",altLabels,esco
ESCO_462cff4e-7c7d-4552-b395-4d3dc71edf00,observe certification procedures for the transportation  of dangerous goods,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.4']]",altLabels,esco
ESCO_462cff4e-7c7d-4552-b395-4d3dc71edf00,review certifications for the transportation of dangerous goods,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.4']]",altLabels,esco
ESCO_462cff4e-7c7d-4552-b395-4d3dc71edf00,ensure compliance with certifications procedures for ADR,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.4']]",altLabels,esco
ESCO_462cff4e-7c7d-4552-b395-4d3dc71edf00,inspect certifications for dangerous good transportation,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.4']]",altLabels,esco
ESCO_462cff4e-7c7d-4552-b395-4d3dc71edf00,review certifications for dangerous good transportation,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.3', 'ESCO_S3.3.4']]",altLabels,esco
ESCO_463023d0-cc10-45eb-97ba-0be350825cee,socio-economic trends in your sectors,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.6', 'ESCO_S1.6.2'], ['ESCO_K', 'ESCO_K03', 'ESCO_K031', 'ESCO_K0311'], ['ESCO_T', 'ESCO_T6', 'ESCO_T6.6', None]]",altLabels,esco
ESCO_463023d0-cc10-45eb-97ba-0be350825cee,socio economic trends in your sector,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.6', 'ESCO_S1.6.2'], ['ESCO_K', 'ESCO_K03', 'ESCO_K031', 'ESCO_K0311'], ['ESCO_T', 'ESCO_T6', 'ESCO_T6.6', None]]",altLabels,esco
ESCO_46406ae4-31b4-41d0-bd12-8a78588f431f,monitor production cost,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.3']]",altLabels,esco
ESCO_46406ae4-31b4-41d0-bd12-8a78588f431f,supervise production costs,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.3']]",altLabels,esco
ESCO_46406ae4-31b4-41d0-bd12-8a78588f431f,oversee production costs,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.3']]",altLabels,esco
ESCO_46406ae4-31b4-41d0-bd12-8a78588f431f,monitoring production costs,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.3']]",altLabels,esco
ESCO_46406ae4-31b4-41d0-bd12-8a78588f431f,manage production costs,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.3']]",altLabels,esco
ESCO_46454506-fb7c-4ad7-84e0-d4a6a5589ea1,wero energy buildings design,"[['ESCO_K', 'ESCO_K07', 'ESCO_K073', 'ESCO_K0731']]",altLabels,esco
ESCO_46454506-fb7c-4ad7-84e0-d4a6a5589ea1,zero-energy building project,"[['ESCO_K', 'ESCO_K07', 'ESCO_K073', 'ESCO_K0731']]",altLabels,esco
ESCO_46454506-fb7c-4ad7-84e0-d4a6a5589ea1,zero-energy building plan,"[['ESCO_K', 'ESCO_K07', 'ESCO_K073', 'ESCO_K0731']]",altLabels,esco
ESCO_46454506-fb7c-4ad7-84e0-d4a6a5589ea1,zero-energy building proposal,"[['ESCO_K', 'ESCO_K07', 'ESCO_K073', 'ESCO_K0731']]",altLabels,esco
ESCO_46454506-fb7c-4ad7-84e0-d4a6a5589ea1,zero energy building design,"[['ESCO_K', 'ESCO_K07', 'ESCO_K073', 'ESCO_K0731']]",altLabels,esco
ESCO_4646bd22-2067-42d0-a02e-e20ef771b4da,informing customers about timber products,"[['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.3'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_4646bd22-2067-42d0-a02e-e20ef771b4da,advise customers on timber-based products,"[['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.3'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_4646bd22-2067-42d0-a02e-e20ef771b4da,give customer information about timber products,"[['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.3'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_4646bd22-2067-42d0-a02e-e20ef771b4da,advising on timber-based products,"[['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.3'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_4646bd22-2067-42d0-a02e-e20ef771b4da,giving customer information about timber products,"[['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.3'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_4646bd22-2067-42d0-a02e-e20ef771b4da,advising customers on timber-based products,"[['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.3'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_4646bd22-2067-42d0-a02e-e20ef771b4da,inform customers about timber products,"[['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.3'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_4646bd22-2067-42d0-a02e-e20ef771b4da,timber-based products advising,"[['ESCO_T', 'ESCO_T4', 'ESCO_T4.2', None], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.3'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.0']]",altLabels,esco
ESCO_4659e742-7568-4b16-86df-57cb66fdd926,provide collaborators with input to guide their work,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.8', 'ESCO_S1.8.3']]",altLabels,esco
ESCO_4659e742-7568-4b16-86df-57cb66fdd926,provide collaborators feedback on their work,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.8', 'ESCO_S1.8.3']]",altLabels,esco
ESCO_4659e742-7568-4b16-86df-57cb66fdd926,provide collaborators with guiding input for their work,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.8', 'ESCO_S1.8.3']]",altLabels,esco
ESCO_4659e742-7568-4b16-86df-57cb66fdd926,explain ideas and expectations to the team,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.8', 'ESCO_S1.8.3']]",altLabels,esco
ESCO_465af498-53b1-4e04-9f49-7458afb59274,utility equipment specifying,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.11', 'ESCO_S1.11.4']]",altLabels,esco
ESCO_465af498-53b1-4e04-9f49-7458afb59274,specifying utility equipment,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.11', 'ESCO_S1.11.4']]",altLabels,esco
ESCO_465af498-53b1-4e04-9f49-7458afb59274,utility equipment designing,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.11', 'ESCO_S1.11.4']]",altLabels,esco
ESCO_465af498-53b1-4e04-9f49-7458afb59274,designing utility equipment,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.11', 'ESCO_S1.11.4']]",altLabels,esco
ESCO_465ff64a-1271-4064-8ed1-e969cb68d8b4,implement system testing procedures,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_465ff64a-1271-4064-8ed1-e969cb68d8b4,implement test run,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_465ff64a-1271-4064-8ed1-e969cb68d8b4,complete system testing procedures,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_465ff64a-1271-4064-8ed1-e969cb68d8b4,execute test run,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_465ff64a-1271-4064-8ed1-e969cb68d8b4,undertake system testing procedures,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_465ff64a-1271-4064-8ed1-e969cb68d8b4,execute system testing procedures,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_465ff64a-1271-4064-8ed1-e969cb68d8b4,undertake test run,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_465ff64a-1271-4064-8ed1-e969cb68d8b4,complete test run,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.8', 'ESCO_S2.8.1']]",altLabels,esco
ESCO_46661213-71c3-4039-86e7-4ee9c908425a,apply flame handling statutes,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.1']]",altLabels,esco
ESCO_46661213-71c3-4039-86e7-4ee9c908425a,applying flame handling regulations,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.1']]",altLabels,esco
ESCO_46661213-71c3-4039-86e7-4ee9c908425a,apply flame handling rules,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.1']]",altLabels,esco
ESCO_46661213-71c3-4039-86e7-4ee9c908425a,apply flame handling laws,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.1']]",altLabels,esco
ESCO_46661213-71c3-4039-86e7-4ee9c908425a,apply flame handling ordinances,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.1']]",altLabels,esco
ESCO_4669d245-31b4-4695-ba92-2eea6e965255,range of gas decontamination process,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0711']]",altLabels,esco
ESCO_4669d245-31b4-4695-ba92-2eea6e965255,range of gas decontamination processes,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0711']]",altLabels,esco
ESCO_4669d245-31b4-4695-ba92-2eea6e965255,kinds of gas decontamination process,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0711']]",altLabels,esco
ESCO_4669d245-31b4-4695-ba92-2eea6e965255,process to remove contaminant from gas,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0711']]",altLabels,esco
ESCO_4669d245-31b4-4695-ba92-2eea6e965255,kinds of gas decontamination processes,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0711']]",altLabels,esco
ESCO_4669d245-31b4-4695-ba92-2eea6e965255,types of gas decontamination process,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0711']]",altLabels,esco
ESCO_4669d245-31b4-4695-ba92-2eea6e965255,gas contaminant removal process,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0711']]",altLabels,esco
ESCO_4669d245-31b4-4695-ba92-2eea6e965255,processes to remove contaminant from gas,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0711']]",altLabels,esco
ESCO_4669d245-31b4-4695-ba92-2eea6e965255,types of gas decontamination processes,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0711']]",altLabels,esco
ESCO_466af4b2-3467-4f4c-bf9a-8cfb0e0c8e21,supply expertise on tanker operations,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.7'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_466af4b2-3467-4f4c-bf9a-8cfb0e0c8e21,provide tanker operations expertise,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.7'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_466af4b2-3467-4f4c-bf9a-8cfb0e0c8e21,advise colleagues on aspects of tanker operations,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.7'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_466af4b2-3467-4f4c-bf9a-8cfb0e0c8e21,advise colleagues on tanker operations,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.7'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_466af4b2-3467-4f4c-bf9a-8cfb0e0c8e21,provide detailed advice on tanker operations,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.7'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_466af4b2-3467-4f4c-bf9a-8cfb0e0c8e21,give detailed advice on aspects of tanker operations,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.7'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_466af4b2-3467-4f4c-bf9a-8cfb0e0c8e21,provide expert advice on tanker operations,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.7'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_466af4b2-3467-4f4c-bf9a-8cfb0e0c8e21,advise on aspects of the operation of tankers,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.7'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_466af4b2-3467-4f4c-bf9a-8cfb0e0c8e21,supply expert advice on tanker operations,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.7'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_466af4b2-3467-4f4c-bf9a-8cfb0e0c8e21,advise on tanker operations,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.7'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.5', 'ESCO_S1.5.6']]",altLabels,esco
ESCO_46786464-6c5b-4970-9a63-2f2fb29b4c12,ferrous metal processing methods,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0715']]",altLabels,esco
ESCO_46786464-6c5b-4970-9a63-2f2fb29b4c12,methods for processing ferrous metal,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0715']]",altLabels,esco
ESCO_46786464-6c5b-4970-9a63-2f2fb29b4c12,processing of ferrous metal,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0715']]",altLabels,esco
ESCO_46786464-6c5b-4970-9a63-2f2fb29b4c12,production of stainless steel,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0715']]",altLabels,esco
ESCO_46786464-6c5b-4970-9a63-2f2fb29b4c12,production of steel,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0715']]",altLabels,esco
ESCO_46786464-6c5b-4970-9a63-2f2fb29b4c12,processing ferrous metal,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0715']]",altLabels,esco
ESCO_46786464-6c5b-4970-9a63-2f2fb29b4c12,production of pig iron,"[['ESCO_K', 'ESCO_K07', 'ESCO_K071', 'ESCO_K0715']]",altLabels,esco
ESCO_467fda7e-6a42-4721-b985-94b470839f5c,ensure airport vehicles have the appropriate licence to operate inside airports,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.3']]",altLabels,esco
ESCO_467fda7e-6a42-4721-b985-94b470839f5c,supervise airport vehicle licencing,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.3']]",altLabels,esco
ESCO_467fda7e-6a42-4721-b985-94b470839f5c,oversee licences for airport vehicles,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.3']]",altLabels,esco
ESCO_467fda7e-6a42-4721-b985-94b470839f5c,ensure appropriate licences for airport vehicles,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.3']]",altLabels,esco
ESCO_467fda7e-6a42-4721-b985-94b470839f5c,conduct airport vehicle licencing management activities,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.3']]",altLabels,esco
ESCO_467fda7e-6a42-4721-b985-94b470839f5c,coordinate airport vehicle licences,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.3']]",altLabels,esco
ESCO_467fda7e-6a42-4721-b985-94b470839f5c,perform airport vehicle licencing management activities,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.3']]",altLabels,esco
ESCO_467fda7e-6a42-4721-b985-94b470839f5c,supervise licencing for airport vehicles,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.3']]",altLabels,esco
ESCO_467fda7e-6a42-4721-b985-94b470839f5c,oversee airport vehicle licences,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.3']]",altLabels,esco
ESCO_467fda7e-6a42-4721-b985-94b470839f5c,manage licences for airport vehicles,"[['ESCO_S', 'ESCO_S4', 'ESCO_S4.2', 'ESCO_S4.2.1'], ['ESCO_S', 'ESCO_S2', 'ESCO_S2.2', 'ESCO_S2.2.3']]",altLabels,esco
ESCO_468e27bb-d5fa-4062-9d22-97e0d7546717,give anaesthetics to patients,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.2']]",altLabels,esco
ESCO_468e27bb-d5fa-4062-9d22-97e0d7546717,"provide local, regional or general anaesthetic to patients","[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.2']]",altLabels,esco
ESCO_468e27bb-d5fa-4062-9d22-97e0d7546717,administer anesthesia to patients,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.2']]",altLabels,esco
ESCO_468e27bb-d5fa-4062-9d22-97e0d7546717,administer anaesthetics to wounded people,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.2']]",altLabels,esco
ESCO_468e27bb-d5fa-4062-9d22-97e0d7546717,administer anaesthetics to patients for surgery,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.2']]",altLabels,esco
ESCO_468e27bb-d5fa-4062-9d22-97e0d7546717,administer anaesthetics to ill people,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.2']]",altLabels,esco
ESCO_468e27bb-d5fa-4062-9d22-97e0d7546717,administer anaesthetic to patient,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.2']]",altLabels,esco
ESCO_468e27bb-d5fa-4062-9d22-97e0d7546717,provide anaesthetics to patients,"[['ESCO_S', 'ESCO_S3', 'ESCO_S3.2', 'ESCO_S3.2.2']]",altLabels,esco
ESCO_468fee76-4930-4b65-8bd3-d64f1a7e7485,art therapy theory,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0915']]",altLabels,esco
ESCO_468fee76-4930-4b65-8bd3-d64f1a7e7485,theoretical foundations of art therapy,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0915']]",altLabels,esco
ESCO_468fee76-4930-4b65-8bd3-d64f1a7e7485,principles of art therapy,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0915']]",altLabels,esco
ESCO_4692f319-49b9-448e-8fa3-fabb75666b56,position of supporting team for community arts programme,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.2', 'ESCO_S1.2.0'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.8', 'ESCO_S1.8.1']]",altLabels,esco
ESCO_4692f319-49b9-448e-8fa3-fabb75666b56,team's role in supporting community arts programme,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.2', 'ESCO_S1.2.0'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.8', 'ESCO_S1.8.1']]",altLabels,esco
ESCO_4692f319-49b9-448e-8fa3-fabb75666b56,duties of supporting team for community arts programme,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.2', 'ESCO_S1.2.0'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.8', 'ESCO_S1.8.1']]",altLabels,esco
ESCO_4692f319-49b9-448e-8fa3-fabb75666b56,community arts programme supporting team's role,"[['ESCO_S', 'ESCO_S1', 'ESCO_S1.2', 'ESCO_S1.2.0'], ['ESCO_S', 'ESCO_S1', 'ESCO_S1.8', 'ESCO_S1.8.1']]",altLabels,esco
ESCO_46990b9b-746e-481d-a66a-0cac3f07dfac,uncover trends in geographic data,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_46990b9b-746e-481d-a66a-0cac3f07dfac,geographic data trends,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_46990b9b-746e-481d-a66a-0cac3f07dfac,trends in geographic data,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_46990b9b-746e-481d-a66a-0cac3f07dfac,identify trends in geographic data,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_46990b9b-746e-481d-a66a-0cac3f07dfac,determine trends in geographic data,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_46990b9b-746e-481d-a66a-0cac3f07dfac,discover trends in geographic data,"[['ESCO_S', 'ESCO_S2', 'ESCO_S2.7', 'ESCO_S2.7.0']]",altLabels,esco
ESCO_46994031-5490-4a02-9937-c61f6e2d4fc9,discharging concrete,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.1', 'ESCO_S7.1.4']]",altLabels,esco
ESCO_46994031-5490-4a02-9937-c61f6e2d4fc9,off-loading concrete,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.1', 'ESCO_S7.1.4']]",altLabels,esco
ESCO_46994031-5490-4a02-9937-c61f6e2d4fc9,concrete pouring,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.1', 'ESCO_S7.1.4']]",altLabels,esco
ESCO_46994031-5490-4a02-9937-c61f6e2d4fc9,discharge concrete,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.1', 'ESCO_S7.1.4']]",altLabels,esco
ESCO_46994031-5490-4a02-9937-c61f6e2d4fc9,pouring of concrete,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.1', 'ESCO_S7.1.4']]",altLabels,esco
ESCO_46994031-5490-4a02-9937-c61f6e2d4fc9,discharging of concrete,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.1', 'ESCO_S7.1.4']]",altLabels,esco
ESCO_46994031-5490-4a02-9937-c61f6e2d4fc9,off-load concrete,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.1', 'ESCO_S7.1.4']]",altLabels,esco
ESCO_46994031-5490-4a02-9937-c61f6e2d4fc9,pouring concrete,"[['ESCO_S', 'ESCO_S7', 'ESCO_S7.1', 'ESCO_S7.1.4']]",altLabels,esco
ESCO_469a0364-5a68-46db-882a-4e30ee97aae6,types of dental instrument parts,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0911']]",altLabels,esco
ESCO_469a0364-5a68-46db-882a-4e30ee97aae6,types of dental instrument components,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0911']]",altLabels,esco
ESCO_469a0364-5a68-46db-882a-4e30ee97aae6,kinds of dental instrument parts,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0911']]",altLabels,esco
ESCO_469a0364-5a68-46db-882a-4e30ee97aae6,range of dental instrument parts,"[['ESCO_K', 'ESCO_K09', 'ESCO_K091', 'ESCO_K0911']]",altLabels,esco
